PRIME,AB,A,B,INDEX
1.38131E+13,K8KKQ7JJ,K8KK,Q7JJ,78JJQKKK
1.38131E+13,K8KKJQ5K,K8KK,JQ5K,58JQKKKK
1.38131E+13,K8KK1KJK,K8KK,1KJK,18JKKKKK
1.38131E+13,K8KKQT2J,K8KK,QT2J,28TJQKKK
1.38131E+13,K8KKJ3JK,K8KK,J3JK,38JJKKKK
1.38131E+13,K8KKKQK9,K8KK,KQK9,89QKKKKK
1.38131E+13,K8KKTT4J,K8KK,TT4J,48TTJKKK
1.38131E+13,K8KKK7JK,K8KK,K7JK,78JKKKKK
1.38131E+13,K8KK2QTJ,K8KK,2QTJ,28TJQKKK
1.38131E+13,K8KKQTQ7,K8KK,QTQ7,78TQQKKK
1.15111E+13,J5JKK6TJ,J5JK,K6TJ,56TJJJKK
1.15111E+13,J5JKJ9TK,J5JK,J9TK,59TJJJKK
1.15111E+13,J5JK8KJJ,J5JK,8KJJ,58JJJJKK
1.15111E+13,J5JKJTT3,J5JK,JTT3,35TTJJJK
1.15111E+13,J5JKQJ3J,J5JK,QJ3J,35JJJJQK
1.15111E+13,J5JK2TJJ,J5JK,2TJJ,25TJJJJK
1.15111E+13,J5JKJKT3,J5JK,JKT3,35TJJJKK
1.15111E+13,J5JKQJ9J,J5JK,QJ9J,59JJJJQK
1.15111E+13,J5JKK4KK,J5JK,K4KK,45JJKKKK
1.15111E+13,J5JKQ1KJ,J5JK,Q1KJ,15JJJQKK
1.15111E+13,J5JKQQT3,J5JK,QQT3,35TJJQQK
1.15111E+13,J5JKQKQ9,J5JK,QKQ9,59JJQQKK
1.15111E+13,J5JKQQ8J,J5JK,QQ8J,58JJJQQK
1.15111E+13,J5JKT7KK,J5JK,T7KK,57TJJKKK
1.15111E+13,J5JKJT3K,J5JK,JT3K,35TJJJKK
1.11013E+13,JTQ79KTJ,JTQ7,9KTJ,79TTJJQK
1.11013E+13,JTQ7KT6J,JTQ7,KT6J,67TTJJQK
1.11013E+13,JTQ7TQ4J,JTQ7,TQ4J,47TTJJQQ
1.11013E+13,JTQ79QQK,JTQ7,9QQK,79TJQQQK
1.11013E+13,JTQ7QQ6K,JTQ7,QQ6K,67TJQQQK
1.11013E+13,JTQ7QQQ1,JTQ7,QQQ1,17TJQQQQ
1.11013E+13,JTQ7K2QK,JTQ7,K2QK,27TJQQKK
1.11013E+13,JTQ7QTQ3,JTQ7,QTQ3,37TTJQQQ
1.11013E+13,JTQ72TJJ,JTQ7,2TJJ,27TTJJJQ
1.11013E+13,JTQ7TTK1,JTQ7,TTK1,17TTTJQK
1.11013E+13,JTQ7KJT3,JTQ7,KJT3,37TTJJQK
1.11013E+13,JTQ7J9KK,JTQ7,J9KK,79TJJQKK
1.11013E+13,JTQ7KTJ9,JTQ7,KTJ9,79TTJJQK
1.11013E+13,JTQ75JTJ,JTQ7,5JTJ,57TTJJJQ
1.11013E+13,JTQ7KK9J,JTQ7,KK9J,79TJJQKK
9.13101E+13,9KTJJJ2K,9KTJ,JJ2K,29TJJJKK
9.13101E+13,9KTJ1JQK,9KTJ,1JQK,19TJJQKK
9.13101E+13,9KTJ3JKK,9KTJ,3JKK,39TJJKKK
9.13101E+13,9KTJ9QQK,9KTJ,9QQK,99TJQQKK
9.13101E+13,9KTJ4QJK,9KTJ,4QJK,49TJJQKK
9.13101E+13,9KTJK2QK,9KTJ,K2QK,29TJQKKK
9.13101E+13,9KTJQJ9J,9KTJ,QJ9J,99TJJJQK
9.13101E+13,9KTJKTK7,9KTJ,KTK7,79TTJKKK
9.13101E+13,9KTJK8QK,9KTJ,K8QK,89TJQKKK
9.13101E+13,9KTJQQ8J,9KTJ,QQ8J,89TJJQQK
9.13101E+13,9KTJJ1QK,9KTJ,J1QK,19TJJQKK
1.01221E+13,TQ2KJ5JK,TQ2K,J5JK,25TJJQKK
1.01221E+13,TQ2KJT9K,TQ2K,JT9K,29TTJQKK
1.01221E+13,TQ2K4JQK,TQ2K,4JQK,24TJQQKK
1.01221E+13,TQ2K4KKK,TQ2K,4KKK,24TQKKKK
1.01221E+13,TQ2KK2QK,TQ2K,K2QK,22TQQKKK
1.01221E+13,TQ2KJQJ3,TQ2K,JQJ3,23TJJQQK
1.01221E+13,TQ2KQTQ3,TQ2K,QTQ3,23TTQQQK
1.01221E+13,TQ2K2TJJ,TQ2K,2TJJ,22TTJJQK
1.01221E+13,TQ2KK8QK,TQ2K,K8QK,28TQQKKK
1.01221E+13,TQ2KJQ4K,TQ2K,JQ4K,24TJQQKK
1.01221E+13,TQ2KKTJ9,TQ2K,KTJ9,29TTJQKK
1.01221E+13,TQ2KTK7K,TQ2K,TK7K,27TTQKKK
1.01221E+13,TQ2KK9TJ,TQ2K,K9TJ,29TTJQKK
1.01221E+13,TQ2KJQ1K,TQ2K,JQ1K,12TJQQKK
8.12101E+13,8QTKK6TJ,8QTK,K6TJ,68TTJQKK
8.12101E+13,8QTK3JKK,8QTK,3JKK,38TJQKKK
8.12101E+13,8QTKJQ6J,8QTK,JQ6J,68TJJQQK
8.12101E+13,8QTK4QJK,8QTK,4QJK,48TJQQKK
8.12101E+13,8QTKJ2TJ,8QTK,J2TJ,28TTJJQK
8.12101E+13,8QTK3TKJ,8QTK,3TKJ,38TTJQKK
8.12101E+13,8QTKK8JJ,8QTK,K8JJ,88TJJQKK
8.12101E+13,8QTKKTK7,8QTK,KTK7,78TTQKKK
8.12101E+13,8QTKJQ4K,8QTK,JQ4K,48TJQQKK
8.12101E+13,8QTK5QQJ,8QTK,5QQJ,58TJQQQK
8.12101E+13,8QTKT7KK,8QTK,T7KK,78TTQKKK
8.12101E+13,8QTK5JTJ,8QTK,5JTJ,58TTJJQK
8.12101E+13,8QTK1QTJ,8QTK,1QTJ,18TTJQQK
1.11121E+13,JJ2KJTQ7,JJ2K,JTQ7,27TJJJQK
1.11121E+13,JJ2KJ9TK,JJ2K,J9TK,29TJJJKK
1.11121E+13,JJ2KJQ6J,JJ2K,JQ6J,26JJJJQK
1.11121E+13,JJ2KQTQ3,JJ2K,QTQ3,23TJJQQK
1.11121E+13,JJ2KTTK1,JJ2K,TTK1,12TTJJKK
1.11121E+13,JJ2KQJ9J,JJ2K,QJ9J,29JJJJQK
1.11121E+13,JJ2KJQ4K,JJ2K,JQ4K,24JJJQKK
1.11121E+13,JJ2KJ7JJ,JJ2K,J7JJ,27JJJJJK
1.11121E+13,JJ2KQKQ9,JJ2K,QKQ9,29JJQQKK
1.11121E+13,JJ2KQ9JJ,JJ2K,Q9JJ,29JJJJQK
2.11131E+13,2JKJKJT9,2JKJ,KJT9,29TJJJKK
2.11131E+13,2JKJJJ7J,2JKJ,JJ7J,27JJJJJK
2.11131E+13,2JKJKQ4J,2JKJ,KQ4J,24JJJQKK
2.11131E+13,2JKJKTJ9,2JKJ,KTJ9,29TJJJKK
2.11131E+13,2JKJ5QQJ,2JKJ,5QQJ,25JJJQQK
2.11131E+13,2JKJJQK1,2JKJ,JQK1,12JJJQKK
2.11131E+13,2JKJ8JTJ,2JKJ,8JTJ,28TJJJJK
2.11131E+13,2JKJJ8KJ,2JKJ,J8KJ,28JJJJKK
1.01281E+13,TQ8JJK7K,TQ8J,JK7K,78TJJQKK
1.01281E+13,TQ8JT7KJ,TQ8J,T7KJ,78TTJJQK
1.01281E+13,TQ8JJKK7,TQ8J,JKK7,78TJJQKK
1.01281E+13,TQ8J4TTJ,TQ8J,4TTJ,48TTTJJQ
1.01281E+13,TQ8JQ6KK,TQ8J,Q6KK,68TJQQKK
1.01281E+13,TQ8JJ6TJ,TQ8J,J6TJ,68TTJJJQ
1.01281E+13,TQ8JTT4J,TQ8J,TT4J,48TTTJJQ
1.11121E+13,J1QJTQ8J,J1QJ,TQ8J,18TJJJQQ
1.11121E+13,J1QJQ3KK,J1QJ,Q3KK,13JJQQKK
1.11121E+13,J1QJ2TKK,J1QJ,2TKK,12TJJQKK
1.11121E+13,J1QJQ5TJ,J1QJ,Q5TJ,15TJJJQQ
1.11121E+13,J1QJTK7J,J1QJ,TK7J,17TJJJQK
1.11121E+13,J1QJJ4TK,J1QJ,J4TK,14TJJJQK
1.11121E+13,J1QJQQ6J,J1QJ,QQ6J,16JJJQQQ
1.11121E+13,J1QJQQJ9,J1QJ,QQJ9,19JJJQQQ
1.11121E+13,J1QJJT3J,J1QJ,JT3J,13TJJJJQ
1.11121E+13,J1QJTT4J,J1QJ,TT4J,14TTJJJQ
1.11121E+13,J1QJJT4K,J1QJ,JT4K,14TJJJQK
1.11121E+13,J1QJQTQ7,J1QJ,QTQ7,17TJJQQQ
1.19101E+13,J9TJJ1QJ,J9TJ,J1QJ,19TJJJJQ
1.19101E+13,J9TJT7KJ,J9TJ,T7KJ,79TTJJJK
1.19101E+13,J9TJ2KTK,J9TJ,2KTK,29TTJJKK
1.19101E+13,J9TJQ3KK,J9TJ,Q3KK,39TJJQKK
1.19101E+13,J9TJ1JQJ,J9TJ,1JQJ,19TJJJJQ
1.19101E+13,J9TJJJ2J,J9TJ,JJ2J,29TJJJJJ
1.19101E+13,J9TJKTJ7,J9TJ,KTJ7,79TTJJJK
1.19101E+13,J9TJJT7K,J9TJ,JT7K,79TTJJJK
1.36101E+13,K6TJJT9K,K6TJ,JT9K,69TTJJKK
1.36101E+13,K6TJKT3J,K6TJ,KT3J,36TTJJKK
1.36101E+13,K6TJ4TKK,K6TJ,4TKK,46TTJKKK
1.36101E+13,K6TJ4QJK,K6TJ,4QJK,46TJJQKK
1.36101E+13,K6TJJ6KK,K6TJ,J6KK,66TJJKKK
1.36101E+13,K6TJ2TQK,K6TJ,2TQK,26TTJQKK
1.36101E+13,K6TJ3TKJ,K6TJ,3TKJ,36TTJJKK
1.36101E+13,K6TJJTT3,K6TJ,JTT3,36TTTJJK
1.36101E+13,K6TJK8QK,K6TJ,K8QK,68TJQKKK
1.36101E+13,K6TJK4KK,K6TJ,K4KK,46TJKKKK
1.36101E+13,K6TJJQ9J,K6TJ,JQ9J,69TJJJQK
1.36101E+13,K6TJJQT7,K6TJ,JQT7,67TTJJQK
1.36101E+13,K6TJ1TQJ,K6TJ,1TQJ,16TTJJQK
1.36101E+13,K6TJTQ5K,K6TJ,TQ5K,56TTJQKK
1.36101E+13,K6TJ3KKJ,K6TJ,3KKJ,36TJJKKK
1.31061E+13,KT6JTQ2K,KT6J,TQ2K,26TTJQKK
1.31061E+13,KT6J3JKK,KT6J,3JKK,36TJJKKK
1.31061E+13,KT6JTJK9,KT6J,TJK9,69TTJJKK
1.31061E+13,KT6JKJT9,KT6J,KJT9,69TTJJKK
1.31061E+13,KT6J4QTJ,KT6J,4QTJ,46TTJJQK
1.31061E+13,KT6JJQ9J,KT6J,JQ9J,69TJJJQK
1.31061E+13,KT6JJQK1,KT6J,JQK1,16TJJQKK
1.31061E+13,KT6JQ9JJ,KT6J,Q9JJ,69TJJJQK
1.31061E+13,KT6JT1TK,KT6J,T1TK,16TTTJKK
1.11091E+13,JT9K9KTJ,JT9K,9KTJ,99TTJJKK
1.11091E+13,JT9K8QTK,JT9K,8QTK,89TTJQKK
1.11091E+13,JT9K4JQK,JT9K,4JQK,49TJJQKK
1.11091E+13,JT9KQT7J,JT9K,QT7J,79TTJJQK
1.11091E+13,JT9KJ6KK,JT9K,J6KK,69TJJKKK
1.11091E+13,JT9K6TKJ,JT9K,6TKJ,69TTJJKK
1.11091E+13,JT9KJKT3,JT9K,JKT3,39TTJJKK
1.11091E+13,JT9KJ9KK,JT9K,J9KK,99TJJKKK
1.11091E+13,JT9KQQT3,JT9K,QQT3,39TTJQQK
1.11091E+13,JT9K5KJJ,JT9K,5KJJ,59TJJJKK
1.11091E+13,JT9KJT3K,JT9K,JT3K,39TTJJKK
1.11091E+13,JT9KK5JJ,JT9K,K5JJ,59TJJJKK
1.11061E+13,JT6JQ9QJ,JT6J,Q9QJ,69TJJJQQ
1.11061E+13,JT6JTJK7,JT6J,TJK7,67TTJJJK
1.11061E+13,JT6JKQK3,JT6J,KQK3,36TJJQKK
1.11061E+13,JT6J8QTJ,JT6J,8QTJ,68TTJJJQ
1.11061E+13,JT6JTK8K,JT6J,TK8K,68TTJJKK
1.11061E+13,JT6JJQ5K,JT6J,JQ5K,56TJJJQK
1.11061E+13,JT6JQ2JK,JT6J,Q2JK,26TJJJQK
1.11061E+13,JT6JQ6KK,JT6J,Q6KK,66TJJQKK
1.11061E+13,JT6JJT7K,JT6J,JT7K,67TTJJJK
1.11061E+13,JT6J5QJK,JT6J,5QJK,56TJJJQK
1.31031E+13,KT3JJJ2K,KT3J,JJ2K,23TJJJKK
1.31031E+13,KT3J1JQK,KT3J,1JQK,13TJJQKK
1.31031E+13,KT3JTJK9,KT3J,TJK9,39TTJJKK
1.31031E+13,KT3JJ2TJ,KT3J,J2TJ,23TTJJJK
1.31031E+13,KT3J7TKK,KT3J,7TKK,37TTJKKK
1.31031E+13,KT3JJJ7J,KT3J,JJ7J,37TJJJJK
1.31031E+13,KT3JK8JJ,KT3J,K8JJ,38TJJJKK
1.31031E+13,KT3JKTK7,KT3J,KTK7,37TTJKKK
1.31031E+13,KT3J6JTK,KT3J,6JTK,36TTJJKK
1.31031E+13,KT3JJ1QK,KT3J,J1QK,13TJJQKK
1.31031E+13,KT3J1QTJ,KT3J,1QTJ,13TTJJQK
4.12111E+13,4QJJK8KK,4QJJ,K8KK,48JJQKKK
4.12111E+13,4QJJK1KJ,4QJJ,K1KJ,14JJJQKK
4.12111E+13,4QJJKJK1,4QJJ,KJK1,14JJJQKK
4.12111E+13,4QJJQ9QJ,4QJJ,Q9QJ,49JJJQQQ
4.12111E+13,4QJJKJ3J,4QJJ,KJ3J,34JJJJQK
4.12111E+13,4QJJTJK7,4QJJ,TJK7,47TJJJQK
4.12111E+13,4QJJ4QQK,4QJJ,4QQK,44JJQQQK
4.12111E+13,4QJJ4TTJ,4QJJ,4TTJ,44TTJJJQ
4.12111E+13,4QJJQK9K,4QJJ,QK9K,49JJQQKK
4.12111E+13,4QJJJT4K,4QJJ,JT4K,44TJJJQK
1.19101E+13,J9TKJTQ7,J9TK,JTQ7,79TTJJQK
1.19101E+13,J9TKQQ6K,J9TK,QQ6K,69TJQQKK
1.19101E+13,J9TKQK2K,J9TK,QK2K,29TJQKKK
1.19101E+13,J9TKTTK1,J9TK,TTK1,19TTTJKK
1.19101E+13,J9TKK8JJ,J9TK,K8JJ,89TJJJKK
1.19101E+13,J9TKTK7K,J9TK,TK7K,79TTJKKK
1.19101E+13,J9TKT7KK,J9TK,T7KK,79TTJKKK
1.05131E+13,T5KKJ1QJ,T5KK,J1QJ,15TJJQKK
1.05131E+13,T5KK6TQK,T5KK,6TQK,56TTQKKK
1.05131E+13,T5KK2KTK,T5KK,2KTK,25TTKKKK
1.05131E+13,T5KKQTT3,T5KK,QTT3,35TTTQKK
1.05131E+13,T5KK1JQJ,T5KK,1JQJ,15TJJQKK
1.05131E+13,T5KKJJ2J,T5KK,JJ2J,25TJJJKK
1.05131E+13,T5KKT4KJ,T5KK,T4KJ,45TTJKKK
1.05131E+13,T5KKQQ6J,T5KK,QQ6J,56TJQQKK
1.05131E+13,T5KK6JTJ,T5KK,6JTJ,56TTJJKK
1.11213E+13,JQQ9KJK1,JQQ9,KJK1,19JJQQKK
1.11213E+13,JQQ96TQK,JQQ9,6TQK,69TJQQQK
1.11213E+13,JQQ94QQK,JQQ9,4QQK,49JQQQQK
1.11213E+13,JQQ9QJ4J,JQQ9,QJ4J,49JJJQQQ
1.11213E+13,JQQ9Q6KK,JQQ9,Q6KK,69JQQQKK
1.11213E+13,JQQ9KQ2J,JQQ9,KQ2J,29JJQQQK
1.31131E+13,K1KJTQ8J,K1KJ,TQ8J,18TJJQKK
1.31131E+13,K1KJ1JTK,K1KJ,1JTK,11TJJKKK
1.31131E+13,K1KJJ6JK,K1KJ,J6JK,16JJJKKK
1.31131E+13,K1KJQ3KK,K1KJ,Q3KK,13JQKKKK
1.31131E+13,K1KJJ1TK,K1KJ,J1TK,11TJJKKK
1.31131E+13,K1KJ4TTJ,K1KJ,4TTJ,14TTJJKK
1.31131E+13,K1KJQ2JK,K1KJ,Q2JK,12JJQKKK
1.31131E+13,K1KJQTQ7,K1KJ,QTQ7,17TJQQKK
1.31113E+13,KJK1JQQ9,KJK1,JQQ9,19JJQQKK
1.31113E+13,KJK1TJK7,KJK1,TJK7,17TJJKKK
1.31113E+13,KJK1TK7J,KJK1,TK7J,17TJJKKK
1.31113E+13,KJK1QKT9,KJK1,QKT9,19TJQKKK
1.31113E+13,KJK1QJ8K,KJK1,QJ8K,18JJQKKK
1.31113E+13,KJK1JT3J,KJK1,JT3J,13TJJJKK
1.31113E+13,KJK1TTQ9,KJK1,TTQ9,19TTJQKK
1.06131E+13,T6KJTQ2K,T6KJ,TQ2K,26TTJQKK
1.06131E+13,T6KJTQ4J,T6KJ,TQ4J,46TTJJQK
1.06131E+13,T6KJ3KJK,T6KJ,3KJK,36TJJKKK
1.06131E+13,T6KJ4KKK,T6KJ,4KKK,46TJKKKK
1.06131E+13,T6KJJ6KK,T6KJ,J6KK,66TJJKKK
1.06131E+13,T6KJ8KJJ,T6KJ,8KJJ,68TJJJKK
1.06131E+13,T6KJKJT9,T6KJ,KJT9,69TTJJKK
1.06131E+13,T6KJKTJ9,T6KJ,KTJ9,69TTJJKK
1.06131E+13,T6KJJQ9J,T6KJ,JQ9J,69TJJJQK
1.06131E+13,T6KJKQ5K,T6KJ,KQ5K,56TJQKKK
1.11121E+13,1JQKJTQ7,1JQK,JTQ7,17TJJQQK
1.11121E+13,1JQKJ9TK,1JQK,J9TK,19TJJQKK
1.11121E+13,1JQKJQ6J,1JQK,JQ6J,16JJJQQK
1.11121E+13,1JQKQTQ3,1JQK,QTQ3,13TJQQQK
1.11121E+13,1JQKTTK1,1JQK,TTK1,11TTJQKK
1.11121E+13,1JQKQJ9J,1JQK,QJ9J,19JJJQQK
1.11121E+13,1JQKJQ4K,1JQK,JQ4K,14JJQQKK
1.11121E+13,1JQKJ7JJ,1JQK,J7JJ,17JJJJQK
1.11121E+13,1JQKQKQ9,1JQK,QKQ9,19JQQQKK
1.11121E+13,1JQKQ9JJ,1JQK,Q9JJ,19JJJQQK
6.10121E+13,6TQK4QJJ,6TQK,4QJJ,46TJJQQK
6.10121E+13,6TQKJQQ9,6TQK,JQQ9,69TJQQQK
6.10121E+13,6TQKQ7JJ,6TQK,Q7JJ,67TJJQQK
6.10121E+13,6TQKQJ4J,6TQK,QJ4J,46TJJQQK
6.10121E+13,6TQKTK7J,6TQK,TK7J,67TTJQKK
6.10121E+13,6TQKKK8K,6TQK,KK8K,68TQKKKK
6.10121E+13,6TQKQQJ9,6TQK,QQJ9,69TJQQQK
1.01241E+13,TQ4J9KTJ,TQ4J,9KTJ,49TTJJQK
1.01241E+13,TQ4JJ9TK,TQ4J,J9TK,49TTJJQK
1.01241E+13,TQ4JQQ6K,TQ4J,QQ6K,46TJQQQK
1.01241E+13,TQ4JQK2K,TQ4J,QK2K,24TJQQKK
1.01241E+13,TQ4JTTK1,TQ4J,TTK1,14TTTJQK
1.01241E+13,TQ4JKK3J,TQ4J,KK3J,34TJJQKK
1.01241E+13,TQ4JJQ9J,TQ4J,JQ9J,49TJJJQQ
1.01241E+13,TQ4JK5QK,TQ4J,K5QK,45TJQQKK
3.13111E+13,3KJK8QTK,3KJK,8QTK,38TJQKKK
3.13111E+13,3KJKJT9K,3KJK,JT9K,39TJJKKK
3.13111E+13,3KJKQJ9J,3KJK,QJ9J,39JJJQKK
3.13111E+13,3KJKK8QK,3KJK,K8QK,38JQKKKK
3.13111E+13,3KJKKTJ9,3KJK,KTJ9,39TJJKKK
3.13111E+13,3KJKKK3J,3KJK,KK3J,33JJKKKK
3.13111E+13,3KJKKK9J,3KJK,KK9J,39JJKKKK
3.13111E+13,3KJKJ8KJ,3KJK,J8KJ,38JJJKKK
3.13111E+13,3KJKK5JJ,3KJK,K5JJ,35JJJKKK
1.27111E+13,Q7JJKJK1,Q7JJ,KJK1,17JJJQKK
1.27111E+13,Q7JJJK7K,Q7JJ,JK7K,77JJJQKK
1.27111E+13,Q7JJ4QQK,Q7JJ,4QQK,47JJQQQK
1.27111E+13,Q7JJ8QTJ,Q7JJ,8QTJ,78TJJJQQ
1.27111E+13,Q7JJQKK3,Q7JJ,QKK3,37JJQQKK
1.27111E+13,Q7JJJT7K,Q7JJ,JT7K,77TJJJQK
1.27111E+13,Q7JJKQK9,Q7JJ,KQK9,79JJQQKK
1.11371E+13,JK7KQ7JJ,JK7K,Q7JJ,77JJJQKK
1.11371E+13,JK7K2TKK,JK7K,2TKK,27TJKKKK
1.11371E+13,JK7KJKK7,JK7K,JKK7,77JJKKKK
1.11371E+13,JK7KKQK3,JK7K,KQK3,37JQKKKK
1.11371E+13,JK7KKTJ7,JK7K,KTJ7,77TJJKKK
1.11371E+13,JK7KQ2JK,JK7K,Q2JK,27JJQKKK
1.11371E+13,JK7KKK8K,JK7K,KK8K,78JKKKKK
1.11371E+13,JK7KQT2J,JK7K,QT2J,27TJJQKK
1.11371E+13,JK7KJT7K,JK7K,JT7K,77TJJKKK
1.11371E+13,JK7K5QJK,JK7K,5QJK,57JJQKKK
3.11131E+13,3JKKJJ2K,3JKK,JJ2K,23JJJKKK
3.11131E+13,3JKKKT3J,3JKK,KT3J,33TJJKKK
3.11131E+13,3JKKJ9TK,3JKK,J9TK,39TJJKKK
3.11131E+13,3JKK1JQK,3JKK,1JQK,13JJQKKK
3.11131E+13,3JKK2TQK,3JKK,2TQK,23TJQKKK
3.11131E+13,3JKK3JTK,3JKK,3JTK,33TJJKKK
3.11131E+13,3JKK5JTJ,3JKK,5JTJ,35TJJJKK
3.11131E+13,3JKKK9TJ,3JKK,K9TJ,39TJJKKK
3.11131E+13,3JKKKK9J,3JKK,KK9J,39JJKKKK
3.11131E+13,3JKKJ1QK,3JKK,J1QK,13JJQKKK
1.07131E+13,T7KJJ1QJ,T7KJ,J1QJ,17TJJJQK
1.07131E+13,T7KJK1KJ,T7KJ,K1KJ,17TJJKKK
1.07131E+13,T7KJKJK1,T7KJ,KJK1,17TJJKKK
1.07131E+13,T7KJKJ3J,T7KJ,KJ3J,37TJJJKK
1.07131E+13,T7KJQ3KK,T7KJ,Q3KK,37TJQKKK
1.07131E+13,T7KJKTQ3,T7KJ,KTQ3,37TTJQKK
1.07131E+13,T7KJTK7J,T7KJ,TK7J,77TTJJKK
1.07131E+13,T7KJQKT9,T7KJ,QKT9,79TTJQKK
1.07131E+13,T7KJ1JQJ,T7KJ,1JQJ,17TJJJQK
1.07131E+13,T7KJJJ2J,T7KJ,JJ2J,27TJJJJK
1.07131E+13,T7KJ6TJJ,T7KJ,6TJJ,67TTJJJK
1.07131E+13,T7KJKK8K,T7KJ,KK8K,78TJKKKK
1.07131E+13,T7KJQQ6J,T7KJ,QQ6J,67TJJQQK
1.29121E+13,Q9QJTQ8J,Q9QJ,TQ8J,89TJJQQQ
1.29121E+13,Q9QJJQQ9,Q9QJ,JQQ9,99JJQQQQ
1.29121E+13,Q9QJQJ4J,Q9QJ,QJ4J,49JJJQQQ
1.29121E+13,Q9QJ8QTJ,Q9QJ,8QTJ,89TJJQQQ
1.29121E+13,Q9QJJQ5K,Q9QJ,JQ5K,59JJQQQK
1.29121E+13,Q9QJ4TTJ,Q9QJ,4TTJ,49TTJJQQ
1.29121E+13,Q9QJTQK3,Q9QJ,TQK3,39TJQQQK
1.29121E+13,Q9QJKK8K,Q9QJ,KK8K,89JQQKKK
1.29121E+13,Q9QJQK9K,Q9QJ,QK9K,99JQQQKK
1.29121E+13,Q9QJTT4J,Q9QJ,TT4J,49TTJJQQ
1.29121E+13,Q9QJTTQ9,Q9QJ,TTQ9,99TTJQQQ
1.29121E+13,Q9QJK7JK,Q9QJ,K7JK,79JJQQKK
1.29121E+13,Q9QJ5KQJ,Q9QJ,5KQJ,59JJQQQK
1.16111E+13,J6JKJQQ9,J6JK,JQQ9,69JJJQQK
1.16111E+13,J6JKT7KJ,J6JK,T7KJ,67TJJJKK
1.16111E+13,J6JK2KTK,J6JK,2KTK,26TJJKKK
1.16111E+13,J6JKQKK3,J6JK,QKK3,36JJQKKK
1.16111E+13,J6JK5TQJ,J6JK,5TQJ,56TJJJQK
1.16111E+13,J6JKJQ5K,J6JK,JQ5K,56JJJQKK
1.16111E+13,J6JK4TTJ,J6JK,4TTJ,46TTJJJK
1.16111E+13,J6JK1KJK,J6JK,1KJK,16JJJKKK
