PRIME,AB,A,B,INDEX
1.31214E+13,KQK91KJK,KQK9,1KJK,19JQKKKK
1.31214E+13,KQK9QJ8K,KQK9,QJ8K,89JQQKKK
1.31214E+13,KQK9J3JK,KQK9,J3JK,39JJQKKK
1.31214E+13,KQK95QJK,KQK9,5QJK,59JQQKKK
1.07131E+13,T7KKJTQ7,T7KK,JTQ7,77TTJQKK
1.07131E+13,T7KKKT3J,T7KK,KT3J,37TTJKKK
1.07131E+13,T7KK3JKK,T7KK,3JKK,37TJKKKK
1.07131E+13,T7KK4KKK,T7KK,4KKK,47TKKKKK
1.07131E+13,T7KKJQ6J,T7KK,JQ6J,67TJJQKK
1.07131E+13,T7KK2TQK,T7KK,2TQK,27TTQKKK
1.07131E+13,T7KK3TKJ,T7KK,3TKJ,37TTJKKK
1.07131E+13,T7KKJKT3,T7KK,JKT3,37TTJKKK
1.07131E+13,T7KKQJ9J,T7KK,QJ9J,79TJJQKK
1.07131E+13,T7KKJ7JJ,T7KK,J7JJ,77TJJJKK
1.07131E+13,T7KKQQT3,T7KK,QQT3,37TTQQKK
1.07131E+13,T7KKQKQ9,T7KK,QKQ9,79TQQKKK
1.07131E+13,T7KKQQ8J,T7KK,QQ8J,78TJQQKK
1.07131E+13,T7KKJT3K,T7KK,JT3K,37TTJKKK
1.10121E+13,1TQJ2JKJ,1TQJ,2JKJ,12TJJJQK
1.10121E+13,1TQJ3KJK,1TQJ,3KJK,13TJJQKK
1.10121E+13,1TQJQTQ3,1TQJ,QTQ3,13TTJQQQ
1.10121E+13,1TQJQ8QJ,1TQJ,Q8QJ,18TJJQQQ
1.10121E+13,1TQJJ9KK,1TQJ,J9KK,19TJJQKK
1.10121E+13,1TQJJQK1,1TQJ,JQK1,11TJJQQK
1.10121E+13,1TQJTK7K,1TQJ,TK7K,17TTJQKK
1.10121E+13,1TQJQQ8J,1TQJ,QQ8J,18TJJQQQ
1.10121E+13,1TQJQT4J,1TQJ,QT4J,14TTJJQQ
1.10121E+13,1TQJKK9J,1TQJ,KK9J,19TJJQKK
5.13111E+13,5KJJ9KTJ,5KJJ,9KTJ,59TJJJKK
5.13111E+13,5KJJK4KK,5KJJ,K4KK,45JJKKKK
5.13111E+13,5KJJTK7K,5KJJ,TK7K,57TJJKKK
5.13111E+13,5KJJK5JJ,5KJJ,K5JJ,55JJJJKK
1.01251E+13,TQ5KKT6J,TQ5K,KT6J,56TTJQKK
1.01251E+13,TQ5KTJK9,TQ5K,TJK9,59TTJQKK
1.01251E+13,TQ5KQQQ1,TQ5K,QQQ1,15TQQQQK
1.01251E+13,TQ5KKTK7,TQ5K,KTK7,57TTQKKK
1.01251E+13,TQ5KJ9KK,TQ5K,J9KK,59TJQKKK
1.01251E+13,TQ5KTK7K,TQ5K,TK7K,57TTQKKK
1.01251E+13,TQ5KQQ8J,TQ5K,QQ8J,58TJQQQK
1.16101E+13,J6TJK8KK,J6TJ,K8KK,68TJJKKK
1.16101E+13,J6TJKJK1,J6TJ,KJK1,16TJJJKK
1.16101E+13,J6TJQKK3,J6TJ,QKK3,36TJJQKK
1.16101E+13,J6TJKTJ7,J6TJ,KTJ7,67TTJJJK
1.16101E+13,J6TJ4TTJ,J6TJ,4TTJ,46TTTJJJ
1.16101E+13,J6TJQ6KK,J6TJ,Q6KK,66TJJQKK
1.16101E+13,J6TJQQ6J,J6TJ,QQ6J,66TJJJQQ
1.16101E+13,J6TJ5KQJ,J6TJ,5KQJ,56TJJJQK
1.21041E+13,QT4J4JQK,QT4J,4JQK,44TJJQQK
1.21041E+13,QT4J4KKK,QT4J,4KKK,44TJQKKK
1.21041E+13,QT4JJ6KK,QT4J,J6KK,46TJJQKK
1.21041E+13,QT4JK2QK,QT4J,K2QK,24TJQQKK
1.21041E+13,QT4J8KJJ,QT4J,8KJJ,48TJJJQK
1.21041E+13,QT4JJTT3,QT4J,JTT3,34TTTJJQ
1.21041E+13,QT4JQTQ3,QT4J,QTQ3,34TTJQQQ
1.21041E+13,QT4JK8JJ,QT4J,K8JJ,48TJJJQK
1.21041E+13,QT4J5QQJ,QT4J,5QQJ,45TJJQQQ
1.21041E+13,QT4JJQ9J,QT4J,JQ9J,49TJJJQQ
1.21041E+13,QT4JQQ8J,QT4J,QQ8J,48TJJQQQ
5.11101E+13,5JTJKT6J,5JTJ,KT6J,56TTJJJK
5.11101E+13,5JTJT6KJ,5JTJ,T6KJ,56TTJJJK
5.11101E+13,5JTJJ6KK,5JTJ,J6KK,56TJJJKK
5.11101E+13,5JTJKJT9,5JTJ,KJT9,59TTJJJK
5.11101E+13,5JTJJJ7J,5JTJ,JJ7J,57TJJJJJ
5.11101E+13,5JTJK8QK,5JTJ,K8QK,58TJJQKK
5.11101E+13,5JTJJ9KK,5JTJ,J9KK,59TJJJKK
5.11101E+13,5JTJKTJ9,5JTJ,KTJ9,59TTJJJK
5.11101E+13,5JTJ5QQJ,5JTJ,5QQJ,55TJJJQQ
5.11101E+13,5JTJ6JTK,5JTJ,6JTK,56TTJJJK
5.11101E+13,5JTJ1TQJ,5JTJ,1TQJ,15TTJJJQ
5.11101E+13,5JTJK9TJ,5JTJ,K9TJ,59TTJJJK
1.11031E+13,JT3J1JTK,JT3J,1JTK,13TTJJJK
1.11031E+13,JT3J2TKK,JT3J,2TKK,23TTJJKK
1.11031E+13,JT3JTK7J,JT3J,TK7J,37TTJJJK
1.11031E+13,JT3JJ1TK,JT3J,J1TK,13TTJJJK
1.11031E+13,JT3JQ2JK,JT3J,Q2JK,23TJJJQK
1.11031E+13,JT3JQ6KK,JT3J,Q6KK,36TJJQKK
1.11031E+13,JT3JT4KJ,JT3J,T4KJ,34TTJJJK
1.11031E+13,JT3JQT2J,JT3J,QT2J,23TTJJJQ
1.11031E+13,JT3JK7JK,JT3J,K7JK,37TJJJKK
1.29111E+13,Q9JJ3JKK,Q9JJ,3JKK,39JJJQKK
1.29111E+13,Q9JJQQ6K,Q9JJ,QQ6K,69JJQQQK
1.29111E+13,Q9JJ2TQK,Q9JJ,2TQK,29TJJQQK
1.29111E+13,Q9JJ6JTK,Q9JJ,6JTK,69TJJJQK
1.29111E+13,Q9JJ7JQK,Q9JJ,7JQK,79JJJQQK
1.29111E+13,Q9JJQKQ9,Q9JJ,QKQ9,99JJQQQK
1.21391E+13,QK9KK8KK,QK9K,K8KK,89QKKKKK
1.21391E+13,QK9KT7KJ,QK9K,T7KJ,79TJQKKK
1.21391E+13,QK9K2KTK,QK9K,2KTK,29TQKKKK
1.21391E+13,QK9KQ5TJ,QK9K,Q5TJ,59TJQQKK
1.21391E+13,QK9KQJ4J,QK9K,QJ4J,49JJQQKK
1.21391E+13,QK9K4TTJ,QK9K,4TTJ,49TTJQKK
1.21391E+13,QK9KTJT7,QK9K,TJT7,79TTJQKK
1.21391E+13,QK9KK7JK,QK9K,K7JK,79JQKKKK
1.0121E+13,TQT3K1KJ,TQT3,K1KJ,13TTJQKK
1.0121E+13,TQT3KJ3J,TQT3,KJ3J,33TTJJQK
1.0121E+13,TQT3Q7QK,TQT3,Q7QK,37TTQQQK
1.0121E+13,TQT3QT6K,TQT3,QT6K,36TTTQQK
1.0121E+13,TQT3Q9KK,TQT3,Q9KK,39TTQQKK
1.0121E+13,TQT3JT4K,TQT3,JT4K,34TTTJQK
1.01111E+13,TJT7TQ8J,TJT7,TQ8J,78TTTJJQ
1.01111E+13,TJT7T5KK,TJT7,T5KK,57TTTJKK
1.01111E+13,TJT7TJK7,TJT7,TJK7,77TTTJJK
1.01111E+13,TJT71KJK,TJT7,1KJK,17TTJJKK
1.01111E+13,TJT7JT7K,TJT7,JT7K,77TTTJJK
1.01111E+13,TJT7J3JK,TJT7,J3JK,37TTJJJK
1.01111E+13,TJT7QK9K,TJT7,QK9K,79TTJQKK
1.01111E+13,TJT76JTJ,TJT7,6JTJ,67TTTJJJ
1.01041E+13,TT4JJ9TJ,TT4J,J9TJ,49TTTJJJ
1.01041E+13,TT4JK1KJ,TT4J,K1KJ,14TTJJKK
1.01041E+13,TT4JJ6JK,TT4J,J6JK,46TTJJJK
1.01041E+13,TT4JKJ3J,TT4J,KJ3J,34TTJJJK
1.01041E+13,TT4JQKT9,TT4J,QKT9,49TTTJQK
1.01041E+13,TT4JJ4TK,TT4J,J4TK,44TTTJJK
1.01041E+13,TT4JTJT7,TT4J,TJT7,47TTTTJJ
1.01041E+13,TT4JK7JK,TT4J,K7JK,47TTJJKK
1.01041E+13,TT4J2QTJ,TT4J,2QTJ,24TTTJJQ
1.39101E+13,K9TJ4JQK,K9TJ,4JQK,49TJJQKK
1.39101E+13,K9TJ4KKK,K9TJ,4KKK,49TJKKKK
1.39101E+13,K9TJ4TKK,K9TJ,4TKK,49TTJKKK
1.39101E+13,K9TJQT7J,K9TJ,QT7J,79TTJJQK
1.39101E+13,K9TJ8KJJ,K9TJ,8KJJ,89TJJJKK
1.39101E+13,K9TJQK2K,K9TJ,QK2K,29TJQKKK
1.39101E+13,K9TJ6TKJ,K9TJ,6TKJ,69TTJJKK
1.39101E+13,K9TJ6KKJ,K9TJ,6KKJ,69TJJKKK
1.39101E+13,K9TJJQ4K,K9TJ,JQ4K,49TJJQKK
1.39101E+13,K9TJTK7K,K9TJ,TK7K,79TTJKKK
1.39101E+13,K9TJT7KK,K9TJ,T7KK,79TTJKKK
1.01013E+13,TTQ96TQK,TTQ9,6TQK,69TTTQQK
1.01013E+13,TTQ9Q9QJ,TTQ9,Q9QJ,99TTJQQQ
1.01013E+13,TTQ92KTK,TTQ9,2KTK,29TTTQKK
1.01013E+13,TTQ9JQ5K,TTQ9,JQ5K,59TTJQQK
1.01013E+13,TTQ9QQ6J,TTQ9,QQ6J,69TTJQQQ
1.01013E+13,TTQ9TQT3,TTQ9,TQT3,39TTTTQQ
1.01013E+13,TTQ9TT4J,TTQ9,TT4J,49TTTTJQ
8.11101E+13,8JTJ9KTJ,8JTJ,9KTJ,89TTJJJK
8.11101E+13,8JTJTQ2K,8JTJ,TQ2K,28TTJJQK
8.11101E+13,8JTJ8QTK,8JTJ,8QTK,88TTJJQK
8.11101E+13,8JTJ4KKK,8JTJ,4KKK,48TJJKKK
8.11101E+13,8JTJ7TKK,8JTJ,7TKK,78TTJJKK
8.11101E+13,8JTJQK2K,8JTJ,QK2K,28TJJQKK
8.11101E+13,8JTJKJT9,8JTJ,KJT9,89TTJJJK
8.11101E+13,8JTJQTQ3,8JTJ,QTQ3,38TTJJQQ
8.11101E+13,8JTJQJ9J,8JTJ,QJ9J,89TJJJJQ
8.11101E+13,8JTJJQ4K,8JTJ,JQ4K,48TJJJQK
8.11101E+13,8JTJJQK1,8JTJ,JQK1,18TJJJQK
8.11101E+13,8JTJT7KK,8JTJ,T7KK,78TTJJKK
8.11101E+13,8JTJK9TJ,8JTJ,K9TJ,89TTJJJK
1.37111E+13,K7JKTQ8J,K7JK,TQ8J,78TJJQKK
1.37111E+13,K7JKKJK1,K7JK,KJK1,17JJKKKK
1.37111E+13,K7JKQ7JJ,K7JK,Q7JJ,77JJJQKK
1.37111E+13,K7JKJ6JK,K7JK,J6JK,67JJJKKK
1.37111E+13,K7JK2KTK,K7JK,2KTK,27TJKKKK
1.37111E+13,K7JKQ3KK,K7JK,Q3KK,37JQKKKK
1.37111E+13,K7JKQTT3,K7JK,QTT3,37TTJQKK
1.37111E+13,K7JKQT6K,K7JK,QT6K,67TJQKKK
1.37111E+13,K7JKQ9KK,K7JK,Q9KK,79JQKKKK
1.37111E+13,K7JKKQ2J,K7JK,KQ2J,27JJQKKK
1.37111E+13,K7JKQT2J,K7JK,QT2J,27TJJQKK
3.13131E+13,3KKJJT9K,3KKJ,JT9K,39TJJKKK
3.13131E+13,3KKJ9QQK,3KKJ,9QQK,39JQQKKK
3.13131E+13,3KKJJ6KK,3KKJ,J6KK,36JJKKKK
3.13131E+13,3KKJJQJ3,3KKJ,JQJ3,33JJJQKK
3.13131E+13,3KKJ8KJJ,3KKJ,8KJJ,38JJJKKK
3.13131E+13,3KKJKJT9,3KKJ,KJT9,39TJJKKK
3.13131E+13,3KKJQJ3J,3KKJ,QJ3J,33JJJQKK
3.13131E+13,3KKJQTQ3,3KKJ,QTQ3,33TJQQKK
3.13131E+13,3KKJQJ9J,3KKJ,QJ9J,39JJJQKK
3.13131E+13,3KKJ3JTK,3KKJ,3JTK,33TJJKKK
3.13131E+13,3KKJ4QTJ,3KKJ,4QTJ,34TJJQKK
3.13131E+13,3KKJKJT3,3KKJ,KJT3,33TJJKKK
3.13131E+13,3KKJKK3J,3KKJ,KK3J,33JJKKKK
3.13131E+13,3KKJQ1KJ,3KKJ,Q1KJ,13JJQKKK
3.13131E+13,3KKJJQK1,3KKJ,JQK1,13JJQKKK
3.13131E+13,3KKJQQ8J,3KKJ,QQ8J,38JJQQKK
3.13131E+13,3KKJQT4J,3KKJ,QT4J,34TJJQKK
3.13131E+13,3KKJKQ5K,3KKJ,KQ5K,35JQKKKK
3.13131E+13,3KKJJQ1K,3KKJ,JQ1K,13JJQKKK
6.11101E+13,6JTJJ9TJ,6JTJ,J9TJ,69TTJJJJ
6.11101E+13,6JTJJQQ9,6JTJ,JQQ9,69TJJJQQ
6.11101E+13,6JTJ4TTJ,6JTJ,4TTJ,46TTTJJJ
6.11101E+13,6JTJQ6KK,6JTJ,Q6KK,66TJJQKK
6.11101E+13,6JTJQK9K,6JTJ,QK9K,69TJJQKK
6.11101E+13,6JTJTTQ9,6JTJ,TTQ9,69TTTJJQ
6.11101E+13,6JTJ5KQJ,6JTJ,5KQJ,56TJJJQK
6.11101E+13,6JTJ2QTJ,6JTJ,2QTJ,26TTJJJQ
1.31251E+13,KQ5K8QTK,KQ5K,8QTK,58TQQKKK
1.31251E+13,KQ5KJ9TK,KQ5K,J9TK,59TJQKKK
1.31251E+13,KQ5KQQQ1,KQ5K,QQQ1,15QQQQKK
1.31251E+13,KQ5KKJT9,KQ5K,KJT9,59TJQKKK
1.31251E+13,KQ5KJTT3,KQ5K,JTT3,35TTJQKK
1.31251E+13,KQ5KQ8QJ,KQ5K,Q8QJ,58JQQQKK
1.31251E+13,KQ5KKQ4J,KQ5K,KQ4J,45JQQKKK
1.31251E+13,KQ5KJ7JJ,KQ5K,J7JJ,57JJJQKK
1.31251E+13,KQ5KQQT3,KQ5K,QQT3,35TQQQKK
1.31251E+13,KQ5KQQ8J,KQ5K,QQ8J,58JQQQKK
1.31251E+13,KQ5K8JTJ,KQ5K,8JTJ,58TJJQKK
1.31391E+13,KK9JTQ2K,KK9J,TQ2K,29TJQKKK
1.31391E+13,KK9J4KKK,KK9J,4KKK,49JKKKKK
1.31391E+13,KK9JTTK1,KK9J,TTK1,19TTJKKK
1.31391E+13,KK9J5QQJ,KK9J,5QQJ,59JJQQKK
1.31391E+13,KK9JK5QK,KK9J,K5QK,59JQKKKK
1.31391E+13,KK9JJ8KJ,KK9J,J8KJ,89JJJKKK
5.13121E+13,5KQJTJK7,5KQJ,TJK7,57TJJQKK
5.13121E+13,5KQJTQK3,5KQJ,TQK3,35TJQQKK
5.13121E+13,5KQJQJ8K,5KQJ,QJ8K,58JJQQKK
5.13121E+13,5KQJQQJ9,5KQJ,QQJ9,59JJQQQK
5.13121E+13,5KQJJT3J,5KQJ,JT3J,35TJJJQK
5.13121E+13,5KQJK7JK,5KQJ,K7JK,57JJQKKK
2.12101E+13,2QTJJ9TJ,2QTJ,J9TJ,29TTJJJQ
2.12101E+13,2QTJJT6J,2QTJ,JT6J,26TTJJJQ
2.12101E+13,2QTJ4QJJ,2QTJ,4QJJ,24TJJJQQ
2.12101E+13,2QTJJQQ9,2QTJ,JQQ9,29TJJQQQ
2.12101E+13,2QTJKJK1,2QTJ,KJK1,12TJJQKK
2.12101E+13,2QTJQJ4J,2QTJ,QJ4J,24TJJJQQ
2.12101E+13,2QTJ5KTK,2QTJ,5KTK,25TTJQKK
2.12101E+13,2QTJTT4J,2QTJ,TT4J,24TTTJJQ
2.12101E+13,2QTJ5KQJ,2QTJ,5KQJ,25TJJQQK
1.11211E+13,JQ1K8QTK,JQ1K,8QTK,18TJQQKK
1.11211E+13,JQ1KQQ6K,JQ1K,QQ6K,16JQQQKK
1.11211E+13,JQ1K2TQK,JQ1K,2TQK,12TJQQKK
1.11211E+13,JQ1KKQ8K,JQ1K,KQ8K,18JQQKKK
1.18131E+13,J8KJ4JQK,J8KJ,4JQK,48JJJQKK
1.18131E+13,J8KJ9QQK,J8KJ,9QQK,89JJQQKK
1.18131E+13,J8KJJTT3,J8KJ,JTT3,38TTJJJK
1.18131E+13,J8KJJKT3,J8KJ,JKT3,38TJJJKK
1.18131E+13,J8KJK8QK,J8KJ,K8QK,88JJQKKK
1.18131E+13,J8KJJ9KK,J8KJ,J9KK,89JJJKKK
1.18131E+13,J8KJ5QQJ,J8KJ,5QQJ,58JJJQQK
1.18131E+13,J8KJTK7K,J8KJ,TK7K,78TJJKKK
1.18131E+13,J8KJ5JTJ,J8KJ,5JTJ,58TJJJJK
1.18131E+13,J8KJJT3K,J8KJ,JT3K,38TJJJKK
1.11041E+13,JT4KKJK1,JT4K,KJK1,14TJJKKK
1.11041E+13,JT4K6TQK,JT4K,6TQK,46TTJQKK
1.11041E+13,JT4K2KTK,JT4K,2KTK,24TTJKKK
1.11041E+13,JT4KTJK7,JT4K,TJK7,47TTJJKK
1.11041E+13,JT4KQTT3,JT4K,QTT3,34TTTJQK
1.11041E+13,JT4KKTQ3,JT4K,KTQ3,34TTJQKK
1.11041E+13,JT4KQQ6J,JT4K,QQ6J,46TJJQQK
1.11041E+13,JT4KTQT3,JT4K,TQT3,34TTTJQK
1.11121E+13,J1QKJTQ7,J1QK,JTQ7,17TJJQQK
1.11121E+13,J1QKJ9TK,J1QK,J9TK,19TJJQKK
1.11121E+13,J1QKJQ6J,J1QK,JQ6J,16JJJQQK
1.11121E+13,J1QKQTQ3,J1QK,QTQ3,13TJQQQK
1.11121E+13,J1QKTTK1,J1QK,TTK1,11TTJQKK
1.11121E+13,J1QKQJ9J,J1QK,QJ9J,19JJJQQK
1.11121E+13,J1QKJQ4K,J1QK,JQ4K,14JJQQKK
1.11121E+13,J1QKJ7JJ,J1QK,J7JJ,17JJJJQK
1.11121E+13,J1QKQKQ9,J1QK,QKQ9,19JQQQKK
1.11121E+13,J1QKQ9JJ,J1QK,Q9JJ,19JJJQQK
1.01101E+13,T1TKJ2TJ,T1TK,J2TJ,12TTTJJK
1.01101E+13,T1TK3TKJ,T1TK,3TKJ,13TTTJKK
1.01101E+13,T1TKJQJ3,T1TK,JQJ3,13TTJJQK
1.01101E+13,T1TK6TKJ,T1TK,6TKJ,16TTTJKK
1.01101E+13,T1TK5QQJ,T1TK,5QQJ,15TTJQQK
1.01101E+13,T1TKKK3J,T1TK,KK3J,13TTJKKK
1.01101E+13,T1TKJQK1,T1TK,JQK1,11TTJQKK
1.01101E+13,T1TK7JQK,T1TK,7JQK,17TTJQKK
1.01101E+13,T1TKQKQ9,T1TK,QKQ9,19TTQQKK
1.01101E+13,T1TKJQ1K,T1TK,JQ1K,11TTJQKK
1.01101E+13,T1TK1QTJ,T1TK,1QTJ,11TTTJQK
5.12111E+13,5QJKK8KK,5QJK,K8KK,58JQKKKK
5.12111E+13,5QJKJ1QJ,5QJK,J1QJ,15JJJQQK
5.12111E+13,5QJK2TKK,5QJK,2TKK,25TJQKKK
5.12111E+13,5QJKQTT3,5QJK,QTT3,35TTJQQK
5.12111E+13,5QJKKTQ3,5QJK,KTQ3,35TJQQKK
5.12111E+13,5QJKTK7J,5QJK,TK7J,57TJJQKK
5.12111E+13,5QJKQKK3,5QJK,QKK3,35JQQKKK
5.12111E+13,5QJK1JQJ,5QJK,1JQJ,15JJJQQK
5.12111E+13,5QJKJJ2J,5QJK,JJ2J,25JJJJQK
5.12111E+13,5QJKQ6KK,5QJK,Q6KK,56JQQKKK
5.12111E+13,5QJKQJ8K,5QJK,QJ8K,58JJQQKK
5.12111E+13,5QJKQQ6J,5QJK,QQ6J,56JJQQQK
5.12111E+13,5QJKKQK9,5QJK,KQK9,59JQQKKK
5.12111E+13,5QJKJT4K,5QJK,JT4K,45TJJQKK
1.31281E+13,KQ8KKT6J,KQ8K,KT6J,68TJQKKK
1.31281E+13,KQ8KTJK9,KQ8K,TJK9,89TJQKKK
1.31281E+13,KQ8K2TQK,KQ8K,2TQK,28TQQKKK
1.31281E+13,KQ8KQJ3J,KQ8K,QJ3J,38JJQQKK
1.31281E+13,KQ8K2TJJ,KQ8K,2TJJ,28TJJQKK
1.31281E+13,KQ8KQ8QJ,KQ8K,Q8QJ,88JQQQKK
1.31281E+13,KQ8KJQ4K,KQ8K,JQ4K,48JQQKKK
1.31281E+13,KQ8KQ1KJ,KQ8K,Q1KJ,18JQQKKK
1.31281E+13,KQ8KQQT3,KQ8K,QQT3,38TQQQKK
1.31281E+13,KQ8KK5QK,KQ8K,K5QK,58QQKKKK
1.31281E+13,KQ8KKK9J,KQ8K,KK9J,89JQKKKK
1.11031E+13,JT3KJJ2K,JT3K,JJ2K,23TJJJKK
1.11031E+13,JT3K2JKJ,JT3K,2JKJ,23TJJJKK
1.11031E+13,JT3KKT6J,JT3K,KT6J,36TTJJKK
1.11031E+13,JT3K1JQK,JT3K,1JQK,13TJJQKK
1.11031E+13,JT3KJQ6J,JT3K,JQ6J,36TJJJQK
1.11031E+13,JT3K2TQK,JT3K,2TQK,23TTJQKK
1.11031E+13,JT3K3TKJ,JT3K,3TKJ,33TTJJKK
1.11031E+13,JT3KQJ9J,JT3K,QJ9J,39TJJJQK
1.11031E+13,JT3KJTK3,JT3K,JTK3,33TTJJKK
1.11031E+13,JT3KKJQ7,JT3K,KJQ7,37TJJQKK
1.11031E+13,JT3KJ1QK,JT3K,J1QK,13TJJQKK
1.21013E+13,QTQ7K8KK,QTQ7,K8KK,78TQQKKK
1.21013E+13,QTQ7TQ8J,QTQ7,TQ8J,78TTJQQQ
1.21013E+13,QTQ7J6JK,QTQ7,J6JK,67TJJQQK
1.21013E+13,QTQ72TKK,QTQ7,2TKK,27TTQQKK
1.21013E+13,QTQ74TTJ,QTQ7,4TTJ,47TTTJQQ
1.21013E+13,QTQ71KJK,QTQ7,1KJK,17TJQQKK
1.21013E+13,QTQ76TJJ,QTQ7,6TJJ,67TTJJQQ
1.21013E+13,QTQ7Q2JK,QTQ7,Q2JK,27TJQQQK
1.21013E+13,QTQ7TQK3,QTQ7,TQK3,37TTQQQK
1.21013E+13,QTQ7KQ2J,QTQ7,KQ2J,27TJQQQK
1.21013E+13,QTQ7J3JK,QTQ7,J3JK,37TJJQQK
1.21013E+13,QTQ7KQK9,QTQ7,KQK9,79TQQQKK
1.21013E+13,QTQ72QTJ,QTQ7,2QTJ,27TTJQQQ
1.21013E+13,QTQ75QJK,QTQ7,5QJK,57TJQQQK
1.35111E+13,K5JJ8QTK,K5JJ,8QTK,58TJJQKK
1.35111E+13,K5JJ4TKK,K5JJ,4TKK,45TJJKKK
1.35111E+13,K5JJ2TQK,K5JJ,2TQK,25TJJQKK
1.35111E+13,K5JJKJT9,K5JJ,KJT9,59TJJJKK
1.35111E+13,K5JJQTQ3,K5JJ,QTQ3,35TJJQQK
1.35111E+13,K5JJ2TJJ,K5JJ,2TJJ,25TJJJJK
1.35111E+13,K5JJQ8QJ,K5JJ,Q8QJ,58JJJQQK
1.35111E+13,K5JJJQ4K,K5JJ,JQ4K,45JJJQKK
1.35111E+13,K5JJQT4J,K5JJ,QT4J,45TJJJQK
1.12101E+13,1QTJJTQ7,1QTJ,JTQ7,17TTJJQQ
1.12101E+13,1QTJTQ2K,1QTJ,TQ2K,12TTJQQK
1.12101E+13,1QTJT6KJ,1QTJ,T6KJ,16TTJJQK
1.12101E+13,1QTJTQ4J,1QTJ,TQ4J,14TTJJQQ
1.12101E+13,1QTJ6TKJ,1QTJ,6TKJ,16TTJJQK
1.12101E+13,1QTJQJ3J,1QTJ,QJ3J,13TJJJQQ
1.12101E+13,1QTJK8QK,1QTJ,K8QK,18TJQQKK
1.12101E+13,1QTJJQ4K,1QTJ,JQ4K,14TJJQQK
1.12101E+13,1QTJK4KK,1QTJ,K4KK,14TJQKKK
1.12101E+13,1QTJ5QQJ,1QTJ,5QQJ,15TJJQQQ
1.12101E+13,1QTJQ1KJ,1QTJ,Q1KJ,11TJJQQK
1.12101E+13,1QTJK9JK,1QTJ,K9JK,19TJJQKK
1.12101E+13,1QTJQT4J,1QTJ,QT4J,14TTJJQQ
1.12101E+13,1QTJQ9JJ,1QTJ,Q9JJ,19TJJJQQ
1.12101E+13,1QTJKQ5K,1QTJ,KQ5K,15TJQQKK
